"cname","uid","uid_size_bytes","uid_size_gigabytes"
"www.datos.gov.co","q7ai-eq6c","516,096","0.00048065186"
"www.datos.gov.co","r4zk-e36g","516,096","0.00048065186"
"www.datos.gov.co","cgcp-j3bj","516,096","0.00048065186"
"www.datos.gov.co","hxtq-dtcc","516,096","0.00048065186"
"www.datos.gov.co","s5mk-h43k","516,096","0.00048065186"
"www.datos.gov.co","mnch-htdc","516,096","0.00048065186"
"www.datos.gov.co","ersp-ew7w","516,096","0.00048065186"
"www.datos.gov.co","a6re-mhqh","516,096","0.00048065186"
"www.datos.gov.co","swqf-7buj","516,096","0.00048065186"
"www.datos.gov.co","sphs-xppa","516,096","0.00048065186"
"www.datos.gov.co","m5xp-39nw","516,096","0.00048065186"
"www.datos.gov.co","un66-nbty","516,096","0.00048065186"
"www.datos.gov.co","b67x-b4pv","516,096","0.00048065186"
"www.datos.gov.co","5mps-hcs4","516,096","0.00048065186"
"www.datos.gov.co","76kh-j7ee","516,096","0.00048065186"
"www.datos.gov.co","vnyd-urq7","516,096","0.00048065186"
